device_label,window_id,time_block_id,raw_mean,raw_std,raw_min,raw_max,raw_median,raw_skew,raw_kurtosis,raw_p25,raw_p75,raw_p95,raw_p99,raw_energy,raw_entropy
AmazonEcho,61,2,0.584687077,0.906820488,0.000096793,3.019433329,0.011858770,1.215955493,-0.121048539,0.001374670,1.309798191,2.336245381,2.962315827,149.015343950,5.051111565
AmazonEcho,62,3,0.661834426,0.933724851,0.000095839,3.019931843,0.103440998,1.125099932,-0.241915656,0.002908763,1.490107923,2.639186393,2.994550667,167.662963784,5.181602898
AmazonEcho,63,3,0.574634115,0.881432422,0.000113004,3.019780344,0.019092326,1.237879208,-0.044980771,0.001853833,1.295458253,2.250501451,2.921334538,141.712317540,5.043100417
AmazonEcho,64,3,0.177182385,0.481799708,0.000081059,2.852789759,0.004966540,3.681797309,13.957938629,0.000875614,0.070940831,1.083566033,2.462184890,33.731143173,3.288016239
AmazonEcho,65,3,0.633746098,0.931091650,0.000099892,3.020056921,0.048821096,1.208438587,-0.055791412,0.002561024,1.265497839,2.614049534,3.018777138,162.376419569,5.099655687
AmazonEcho,66,3,0.653290257,0.882461099,0.000041007,3.019715066,0.155717385,1.155762293,-0.048114685,0.008714975,1.227437838,2.480492282,2.895399872,154.307296094,5.206416116
AmazonEcho,67,3,0.399700880,0.755281571,0.000035047,2.799894799,0.008285081,1.772865544,1.663415345,0.000974478,0.206703241,2.145624876,2.666217165,93.467013808,4.560311314
AmazonEcho,68,3,0.377325636,0.733315528,0.000037908,3.019510266,0.007866425,2.201269777,4.059404730,0.001301450,0.208293980,1.891823293,3.008762500,87.056166239,4.327739726
AmazonEcho,69,3,0.114083544,0.386236173,0.000036000,2.400533792,0.024275909,4.567647874,20.131037461,0.008314754,0.039496705,0.531667391,2.050103756,20.760759867,2.604741012
AmazonEcho,70,3,0.035816555,0.079139579,0.000066994,0.771202070,0.024005474,7.237373183,59.484109791,0.009186366,0.035520558,0.068040007,0.361334870,0.965875009,2.346254678
AmazonEcho,71,3,0.050336896,0.163284092,0.000035047,1.410244961,0.012320713,6.505833236,45.583924820,0.000937022,0.035930624,0.179050493,0.913212986,3.737023720,2.010502840
AmazonEcho,72,3,0.014031313,0.026243829,0.000023842,0.149945616,0.002770582,2.763628284,8.010048416,0.000305784,0.013687028,0.075183027,0.110851793,0.113358887,4.105332931
AmazonEcho,73,3,0.018404770,0.043736656,0.000022888,0.276115495,0.002400613,3.702226998,14.418774193,0.000302389,0.011593817,0.096613967,0.199925199,0.288208714,3.405927176
AmazonEcho,74,3,0.041032268,0.182995232,0.000030994,1.777059463,0.001882070,7.878648603,66.610241363,0.000283082,0.011911297,0.185930161,0.804373742,4.501875466,1.359586934
AmazonEcho,75,3,0.172129282,0.482552457,0.000056980,2.566180911,0.012589384,3.428883723,11.208877095,0.000580379,0.040282211,1.381116382,2.366863042,33.598126503,3.334351325
AmazonEcho,76,3,0.019040450,0.015565996,0.000060079,0.067043411,0.021718884,0.473018359,-0.487654783,0.003244954,0.027423513,0.044373706,0.057022224,0.077419388,5.998811078
AmazonEcho,77,3,0.058666478,0.208617801,0.000065802,1.579288975,0.022052246,6.230760095,39.432879952,0.003315774,0.036381238,0.158074029,1.349728478,6.011282259,1.935316113
AmazonEcho,78,3,0.012704929,0.016085066,0.000028133,0.070716582,0.006229506,1.605274157,2.313411749,0.000491737,0.022044580,0.039726418,0.066773415,0.053778503,5.111663342
AmazonEcho,79,3,0.074007126,0.254189261,0.000054120,1.850063748,0.024160716,5.663695166,32.351696333,0.008210831,0.036819250,0.182051017,1.560259422,8.971422127,2.155454551
AmazonEcho,80,3,0.059041651,0.297747450,0.000035047,3.019334288,0.006612560,8.403728999,76.225624622,0.000575079,0.024676442,0.101609117,1.176799363,11.793850922,1.125436522
AmazonEcho,81,3,0.436909405,0.784494835,0.000067947,2.930096298,0.008738136,1.675342777,1.396780008,0.001162627,0.228924765,2.144988222,2.814370127,103.209212632,4.666450778
AmazonEcho,82,3,0.516712248,0.859548508,0.000040053,3.019898994,0.013808601,1.579195141,1.123973568,0.001350325,0.571322281,2.536706130,2.971025489,128.744343699,4.787017502
AmazonEcho,83,3,0.610503850,0.910650121,0.000039815,3.018749541,0.084445485,1.244032971,-0.060384908,0.002836908,0.979859225,2.527667810,2.832071182,153.855819964,5.054999351
AmazonEcho,84,3,0.352087669,0.720920014,0.000098939,2.990234539,0.008427286,2.262000256,4.119330581,0.001118032,0.199813327,2.089709263,2.958589785,82.392498290,4.230402246
AmazonEcho,85,3,0.432908834,0.783653555,0.000038861,3.020002110,0.006902640,1.614955814,1.089335446,0.000923682,0.230000882,2.144967755,2.565242206,102.594938074,4.691464148
AmazonEcho,86,3,0.664477561,0.924381720,0.000041961,3.019867168,0.142118189,1.154995028,-0.102428106,0.003788437,1.444688007,2.673050298,3.011996037,165.889535221,5.179286398
AmazonEcho,87,3,0.548083768,0.850882217,0.000034093,3.021032657,0.038424208,1.392278445,0.512330557,0.002035572,0.862166899,2.436260177,2.860851388,131.122734620,4.950329847
AmazonEcho,88,3,0.202802778,0.537259632,0.000051021,2.653512134,0.004901533,3.034676949,8.086370288,0.000727329,0.050590466,1.748560006,2.294289254,42.211440463,3.569284243
AmazonEcho,89,3,0.611489394,0.943546064,0.000040053,3.019629741,0.010460514,1.299498591,0.183616513,0.001361515,1.278939461,2.760374825,3.018957158,161.817402064,5.009951139
AmazonEcho,90,4,0.653250799,0.927046205,0.000040053,3.019992546,0.142074818,1.203579564,-0.016603232,0.005066822,1.401903255,2.616928247,3.019878692,164.627362926,5.129560628
AmazonEcho,91,4,0.474318372,0.811663650,0.000038861,2.872601628,0.012305747,1.534671062,0.835496995,0.001304964,0.422149100,2.164545405,2.671535962,113.123302296,4.781850596
AmazonEcho,92,4,0.249506378,0.658450305,0.000062941,3.021326284,0.003893390,3.214808548,9.568832838,0.000585562,0.112975075,1.801932315,3.020200486,63.463710356,3.499871850
AmazonEcho,93,4,0.632149788,0.916476541,0.000037908,3.019540346,0.062486469,1.136526494,-0.330170867,0.002693702,1.422679384,2.356898373,2.860946353,158.661453429,5.141748303
AmazonEcho,94,4,0.146448467,0.483173748,0.000066994,2.769889029,0.014090337,3.901804058,14.127737975,0.001240973,0.032364066,1.384944931,2.144889013,32.627715103,2.937065978
AmazonEcho,95,4,0.539464841,0.868394739,0.000097985,3.019674703,0.041375540,1.468211354,0.722809695,0.008839636,0.761409119,2.304969881,2.986708831,133.776862460,4.870713465
AmazonEcho,96,4,0.391814217,0.801816793,0.000097985,3.019418917,0.006567349,2.025960231,2.619364268,0.000987042,0.199519257,2.319821629,2.967848251,101.942854478,4.338037097
AmazonEcho,97,4,0.286800203,0.644406284,0.000079867,2.906020566,0.006692488,2.546896095,5.310851784,0.001264961,0.187923514,2.145809119,2.509457972,63.681768279,3.968065254
AmazonEcho,98,4,0.681890828,0.930383784,0.000095839,3.019319351,0.147492934,1.047039081,-0.503238625,0.006024827,1.470107568,2.493600485,2.915723005,170.315403183,5.241769722
AmazonEcho,99,4,0.433676042,0.814131189,0.000042914,3.019410907,0.011560351,1.900181866,2.331504475,0.001298773,0.236513175,2.381398538,3.003942397,108.913216440,4.498102470
AmazonEcho,100,4,0.401971208,0.754860959,0.000038861,3.020292584,0.007311249,1.832638929,2.067823324,0.000949052,0.217886475,2.119090913,2.848478095,93.618677597,4.541345724
AmazonEcho,101,4,0.562322891,0.840506281,0.000037908,3.019778970,0.110864940,1.402988522,0.611919509,0.006464732,0.853278480,2.414140032,2.944800386,130.900203673,4.977507529
AmazonEcho,102,4,0.410577869,0.772062520,0.000040053,3.019607579,0.008905687,1.895877934,2.432353054,0.001364492,0.206895177,2.133230697,2.967578118,97.875804381,4.511492484
AmazonEcho,103,4,0.389350272,0.750355559,0.000034093,2.920645353,0.007091234,1.959316691,2.679736707,0.001107910,0.201635647,2.141537401,2.876746223,91.472268760,4.455840879
AmazonEcho,104,4,0.529876650,0.911957692,0.000036954,3.019294492,0.012328116,1.517095459,0.731452591,0.001375205,0.360632692,2.643397558,2.928444588,142.391820488,4.784454981
AmazonEcho,105,4,0.620930977,0.889195382,0.000081059,3.019191292,0.136685000,1.232563535,0.029520566,0.007284981,1.293678888,2.464786965,2.885393580,150.556634381,5.101326287
AmazonEcho,106,4,0.365436797,0.744585813,0.000097985,3.019228321,0.005827453,2.084238620,3.009832496,0.001282820,0.197574822,2.166605620,2.773844826,88.057866907,4.319153565
AmazonEcho,107,4,0.427218273,0.809687551,0.000071046,3.019170937,0.007260121,1.898535977,2.333553542,0.000964058,0.227209528,2.359888915,2.970257651,107.278000969,4.497459095
AmazonEcho,108,5,0.630567936,0.903989746,0.000097031,3.018968997,0.095740894,1.198106256,-0.054740868,0.003349976,1.266047124,2.454056076,2.974408404,155.496112931,5.125061841
AmazonEcho,109,5,0.555395093,0.867433447,0.000095124,3.019118581,0.055912275,1.451213812,0.734907024,0.001895120,0.990668270,2.412562776,3.015069132,135.795775300,4.913038820
AmazonEcho,110,5,0.250846910,0.609571714,0.000070093,2.738857016,0.005024900,2.743792106,6.429952965,0.000757459,0.123234695,1.919448413,2.559913151,55.616236435,3.805367538
AmazonEcho,111,5,0.553295391,0.898899655,0.000097985,3.019117300,0.012280667,1.390308721,0.421099782,0.001350504,1.112634106,2.354197536,2.982795125,142.612016444,4.911633598
AmazonEcho,112,5,0.658527126,0.933571096,0.000042914,3.018496443,0.135844904,1.156678032,-0.209112416,0.004135450,1.433650221,2.377091180,3.008178034,167.067259913,5.151394884
AmazonEcho,113,5,0.503397145,0.829298577,0.000035047,3.019039879,0.013246835,1.550976024,1.099317812,0.001295619,0.815785337,2.241031358,2.987299746,120.466536473,4.819771275
AmazonEcho,114,5,0.139161536,0.460342924,0.000032901,2.200195386,0.004530637,3.603766930,11.472011364,0.000365250,0.018620541,1.633198526,2.146130852,29.604037231,3.088394457
AmazonEcho,115,5,0.616640209,0.902167901,0.000036000,3.019563778,0.157187432,1.332263593,0.364217189,0.004949160,1.213368243,2.596277791,3.019159693,152.851464872,5.031619589
AmazonEcho,116,5,0.394976366,0.773562662,0.000038146,3.018864155,0.008251362,1.998842291,2.712835632,0.000985137,0.196449843,2.198341796,2.962323060,96.563906822,4.406081098
AmazonEcho,117,5,0.094983167,0.346736309,0.000032186,2.674413243,0.008119432,5.461863406,31.978217469,0.000525158,0.035832005,0.462950424,1.877537042,16.543727392,2.286619116
AmazonEcho,118,5,0.275917143,0.571096770,0.000019073,2.340503500,0.008745228,2.262950976,3.981467531,0.000625114,0.160143761,1.736308300,2.267108499,51.492069150,4.209160396
AmazonEcho,119,5,0.383039830,0.720475793,0.000038861,2.952598864,0.010190948,1.924387979,2.515553545,0.001311750,0.221429729,2.111887208,2.793489984,85.223024582,4.489774070
AmazonEcho,120,5,0.416655079,0.780296403,0.000041007,3.018694658,0.007894932,1.822676530,1.959017367,0.000986804,0.200892151,2.243269462,2.692167165,100.155383251,4.547113370
AmazonEcho,121,5,0.639709216,0.930845466,0.000066994,3.019747292,0.150340169,1.252538969,0.026244274,0.005872151,1.126335931,2.635335609,3.018009125,163.289748702,5.072298325
AmazonEcho,122,5,0.376823538,0.730476831,0.000092026,3.019981620,0.008967717,2.080662543,3.216914496,0.001005144,0.196492891,2.143955054,2.955810001,86.475824606,4.372621235
AmazonEcho,123,5,0.392580936,0.744002175,0.000038861,2.970408413,0.007559697,1.815889222,1.793422006,0.000979480,0.211293277,2.143982297,2.451379581,90.580355536,4.526107586
AmazonEcho,124,5,0.646551422,0.905840804,0.000031947,3.020900238,0.152851229,1.218983890,0.127194569,0.003358707,1.255165546,2.655385848,3.005961647,158.537766920,5.144043758
AmazonEcho,125,5,0.368804585,0.727919691,0.000055073,3.020067450,0.020710648,2.170807084,3.491584439,0.001147028,0.198528272,2.142992813,2.868290343,85.233138925,4.289905663
AmazonEcho,126,5,0.345368485,0.724666771,0.000040053,3.008830861,0.007619288,2.270915645,4.056363808,0.000996867,0.196448863,2.143084264,2.860763691,82.485928843,4.197124358
AmazonEcho,127,6,0.648405079,0.918951404,0.000041007,3.020513225,0.114874264,1.196820593,0.016853655,0.003657794,1.255933697,2.569951793,3.020437103,161.907306180,5.141672735
AmazonEcho,128,6,0.546062820,0.878804814,0.000068901,3.021034842,0.046193959,1.459206102,0.601942326,0.002602283,0.563012398,2.351487114,2.942653904,137.021760472,4.868898074
AmazonEcho,129,6,0.208669338,0.554511676,0.000041007,3.021090806,0.004496819,3.464873232,12.144505830,0.000600754,0.064440373,1.505467767,2.840615485,44.931339685,3.411772631
AmazonEcho,130,6,0.586065371,0.887419607,0.000036954,3.021201503,0.136096900,1.454581985,0.758394084,0.002824893,1.040764824,2.696107072,2.983032376,144.766230746,4.938993084
AmazonEcho,131,6,0.544109969,0.870363571,0.000110859,3.020766580,0.045556262,1.492470080,0.773113353,0.002923915,0.692344844,2.519319893,2.963617750,134.859315602,4.859423005
AmazonEcho,132,6,0.368497392,0.754131895,0.000071046,3.002210345,0.007938257,2.017126834,2.588078226,0.000989245,0.196154734,2.141990958,2.715260013,90.176671026,4.341501739
AmazonEcho,133,6,0.427765527,0.804955196,0.000070093,3.021061900,0.011000464,1.924155555,2.373352421,0.000986864,0.212476669,2.306749156,2.976632678,106.359835324,4.476241087
AmazonEcho,134,6,0.594057084,0.901708631,0.000041007,3.021236018,0.150973250,1.428967805,0.580902759,0.005954786,0.980532114,2.581253998,3.020912820,149.245731095,4.936242635
AmazonEcho,135,6,0.379089520,0.780169215,0.000038861,3.020762593,0.007923583,2.158241333,3.427608420,0.001135951,0.196457384,2.143159158,3.019033463,96.303727152,4.273501168
AmazonEcho,136,6,0.384236459,0.733186480,0.000037908,2.722163071,0.007479041,1.800427572,1.693547083,0.000977753,0.200997215,2.143676961,2.518987698,87.705609113,4.527711974
AmazonEcho,137,6,0.171904611,0.515628842,0.000082967,3.020420641,0.003756837,3.885175557,15.558208605,0.000457836,0.034737253,1.268029565,2.795584025,37.814310178,3.109892844
AmazonEcho,138,6,0.582858101,0.856886550,0.000038861,3.021461121,0.096113882,1.333860521,0.401647537,0.004363055,1.107226230,2.374555138,2.941169165,137.469199895,5.031648720
AmazonEcho,139,6,0.406995818,0.789926090,0.000038861,3.020888392,0.006278670,1.853517178,2.028958499,0.000953279,0.192860453,2.142299047,2.787955088,101.072489441,4.494291108
AmazonEcho,140,6,0.420529890,0.782634015,0.000032901,2.867532071,0.006704330,1.722081297,1.506840098,0.001128153,0.213955267,2.142470204,2.709016915,101.038257931,4.607723002
AmazonEcho,141,6,0.086375426,0.355707810,0.000024796,2.633826016,0.003740880,5.605510385,31.441998314,0.000370136,0.028951686,0.168780170,1.998859096,17.150561340,2.075908976
AmazonEcho,142,6,0.245610285,0.569449173,0.000029087,2.952073601,0.009796867,2.790991970,7.250880398,0.000460221,0.080442852,1.787630996,2.386277827,49.228386945,3.847091665
AmazonEcho,143,6,0.447933407,0.780546114,0.000036000,2.884950152,0.007465068,1.623214386,1.178841842,0.001287285,0.220600733,2.141139703,2.802122063,103.666761435,4.713694541
AmazonEcho,144,6,0.573157756,0.864626467,0.000041961,2.949924075,0.125778872,1.414836876,0.624324595,0.005454419,0.949972888,2.514850482,2.901068658,137.739358726,4.962312927
AmazonEcho,145,6,0.393845314,0.779015666,0.000098939,3.021431018,0.008950309,1.970242212,2.527415706,0.001140241,0.187515889,2.145941091,2.952824595,97.533381046,4.408543773
AmazonEcho,146,6,0.419816779,0.762385764,0.000099892,2.985699660,0.009983451,1.884063371,2.443475831,0.001369135,0.256364710,2.141064256,2.872365944,96.957207299,4.552695127
AmazonEcho,147,7,0.701516186,0.910646753,0.000096793,3.022300782,0.187418589,1.029828894,-0.435687448,0.009475005,1.546007137,2.490136720,2.974862591,169.139515857,5.296685596
AmazonEcho,148,7,0.483261330,0.857896920,0.000097985,3.021632648,0.009903818,1.650684629,1.293246522,0.001173939,0.317754990,2.344598567,3.004347659,124.099665811,4.689196585
AmazonEcho,149,7,0.229545573,0.556908353,0.000040053,2.417440199,0.005974017,2.749897677,6.300692107,0.000721010,0.122947502,1.793176833,2.331046959,46.443274723,3.788981186
AmazonEcho,150,7,0.717439538,0.905929826,0.000040053,2.924756541,0.187332698,0.892594552,-0.766381958,0.005940720,1.558497309,2.454137838,2.750593108,170.934827594,5.393595370
AmazonEcho,151,7,0.455469684,0.779431737,0.000101084,3.022042706,0.013157935,1.735277116,1.780772384,0.001715082,0.376377640,2.106141034,2.880249835,104.315707695,4.675281179
AmazonEcho,152,7,0.401277599,0.743648942,0.000070093,2.767873176,0.006527011,1.673828649,1.196154279,0.000982398,0.190039372,2.139395916,2.334872911,91.396794931,4.627434068
